tweet_id,content,datetime,likes,shares,views,source,followers,hashtags,username,user_mentions_names,media_urls,comments_count
1814257095945908226,We have been neglected for almost one month when we placed a complain about hiring goons in their auto/cab service by . everyday they fool us by sending robotic message and now they have kept an automated message of EMAIL which they never sent.,2024-07-19 11:12:53,0,0,12,TWITTER,0,,GRATITU96215858,"Ola, MORTHINDIA, Ola Support",https://pbs.twimg.com/media/GS2JMvYXgAAj5z1.png,0
1781312344519553376,"Big Breaking News Softbank Backed OLA Cabs To Hire Bankers For It's $500 mn IPO At A Valuation of $5 bn It Plans To File DRHP Within Next 3 Months The Company May Appoint Goldman Sachs, Bank Of America, Citi, Axis &amp; Kotak As Bankers",2024-04-19 13:22:12,36,0,3299,TWITTER,34616,,Tanmay_31_,"Ola, Bhavish Aggarwal",https://pbs.twimg.com/media/GLh-IynaQAAFHJf.jpg,0
1662889547762630656,This is not the 1st time I'm facing this! Ur mannerless drivers making our valuable time wasted. I have booked ola bike at 11:37pm &amp; driver accepted the ride but didn't came to location till 11:58pm. If ur drivers doesn't have common sense y u hire them!,2023-05-28 18:32:17,0,0,104,TWITTER,1312,,Shashank_SSMB,"Ola Support, Ola","https://pbs.twimg.com/media/FxPFM_aaUAAng6j.jpg, https://pbs.twimg.com/media/FxPFNmtaIAAMmnk.jpg, https://pbs.twimg.com/media/FxPFODpaEAARTbK.jpg, https://pbs.twimg.com/media/FxPFOg_aUAED2Iw.jpg",1
1697623483361161467,"Not getting any response from you . On 22nd august i hired a cab and the payment was through postpaid. I am not finding how to clear the dues, tried all the options in the app. Please can you reach out to me and send me a payment",2023-09-01 14:52:33,0,0,40,TWITTER,20,,sagar876,"Ola, Ola Support",,2
1735330322588594599,I have been hiring ola cabs for the last 2 months approx to my work place. For the last 2 days I have been getting charged Higher than the fare shown in ola App. I am unable to contact ola customer care. Can I know why suddenly ola has started looting me?,2023-12-14 16:06:04,0,0,12,TWITTER,92,,SwatiOO7,"Ola Support, Ola",,0
1809483160494961004,Hey such a failed organisation you are Hiring goons as drivers and they asing extra to drop of not dropping mid way Welldone you fsiled morons,2024-07-06 07:02:58,0,0,37,TWITTER,6,,imakhil09,"Ola, Ola Support",,1
1783538224763400513,please do driver background check before hiring.. Ride was booked for ola postpaid payment but driver took cash as well from my wife and is not picking up call now,2024-04-25 16:47:03,0,0,4,TWITTER,1,,SaileshBhatia3,"Ola, Ola Support",,1
1831924307775438973,what type of people you guys are hiring? Change staff anf take proper interviews otherwise it wont be long for you guys to go bankrupt,2024-09-06 05:16:05,0,0,10,TWITTER,6,,Debajyotichatt7,"Karnataka Portfolio, Ola, Ola Support",,0
1659826453792575490,Ola has started hiring theives as their drivers. Well done This time you people actually did something out of the way. Giving jobs to thieves who run with our belongings and then block our Cell phones. Zero support from,2023-05-20 07:40:39,0,0,10,TWITTER,12,,abhijain4840,"Ola, Ola, Ola Support, Ola, Ola Support",,0
1655617558098378752,1. Driver's/rider's training upon hiring. 2. Routine auditing of cabs/bikes. 3. Police verification of every driver/rider before hiring. 4. Customer friendly interface. 5. Incentives for better behaviour of drivers/riders towards passengers.,2023-05-08 16:56:00,3,0,52,TWITTER,89,,i_anchalk,"Shivani Khare, Ola, Bhavish Aggarwal",,0
1831492605152260124,Share auto details public avoid this auto hiring rowdy auto driver's,2024-09-05 00:40:39,52,3,11594,TWITTER,3861,,anyayadavirudha,"Niti, Ola, Ola Support, ಬೆಂಗಳೂರು ನಗರ ಪೊಲೀಸ್‌ BengaluruCityPolice, Ola",,0
1824503632353497581,You should cross check ur driver background before hiring them. Took cab for ladies and the driver's behaviour was horrible and top of that took extra money. Horrible service.,2024-08-16 17:48:58,0,0,16,TWITTER,22,,GyanendraDash2,"Ola Support, Ola",,1
1741459848393609316,Kindly solve customers issues on time and stop hiring fraudsters drivers.,2023-12-31 14:02:37,0,0,7,TWITTER,5,,drSuyogS,"Ola Support, Ola",,1
1663581820154445827,I booked bcoz u r hiring thugs,2023-05-30 16:23:08,0,0,95,TWITTER,124,,honestlytruek,"Ola Support, Ola",,1
1816860888067940518,"Hi Ola Team, Are you hiring goons or cab drivers at Ola? This driver of yours demanded extra cash from my parents, citing traffic as the reason. He forced my parents to pay extra for that. Please take action against such drivers. CRN: 8538393332",2024-07-26 15:39:26,1,0,31,TWITTER,1,,Nitinranawat05,"Ola, Ola Support",,0
1626490394442878977,Sir the airomall constructed in Pune airport is pathetic for people hiring cabs..it took 30 mins to come out of Airomall..lot of honking by drivers is additional fun...we need to fix it before we start charging for the pickup..Bad expn,2023-02-17 07:55:03,0,0,58,TWITTER,66,,makulkari30,"Jyotiraditya M. Scindia, Dr. Sudhir Mehta, Ola, Uber",,0
1710542471086907413,"Is this the kind of organisation running, what if he had actually dropped us in the middle of nowhere Really disappointed in Ola, keeps hiring drivers that would lead to something unfortunate.",2023-10-07 06:28:00,0,0,16,TWITTER,16,,HealerShantanu,"Bhavish Aggarwal, Bhavish Aggarwal, Ola, Ola Support",,0
1712364657196020154,ended trip and 707 rupees debited for my wallet.. Then he took my phone and took photo and went silently.. What kind of fraudulent drivers you are hiring.. Very scary to take ola services. Even no option there in app to contact support team.. Hellish,2023-10-12 07:08:43,0,0,21,TWITTER,14,,sriviswadha,"Ola, Ola Support",,0
1617215166168596484,they are hiring anyone and everyone just for the sake of it.. the Ola Riders are the real harrasment for the public..,2023-01-22 17:38:36,0,0,17,TWITTER,213,,iamkeshary,"প্রদীপ পাল, Ola, Ola Support, Ola",,0
1730872277502407027,Please do sumthing about the low quality of and the abnormal high rates! Rather than bragging abt hiring from IITs. ...If your company wishes to survive - coz the next better start-up in your field may soon take over the cab hiring domain.,2023-12-02 08:51:23,0,0,19,TWITTER,24,,Salt_views,"Bhavish Aggarwal, Ola, Ola Support",,0
1673686337289895936,"We stopped hiring now days because of issues of driver and never be on time, instead we go with Kali peeli taxi or Auto.",2023-06-27 13:34:53,1,0,956,TWITTER,470,,Shanbhaggs,"MUMBAI NEWS, Ola Support, Ola",,0
1798320793992245714,Ola discriminates against men in hiring policies Most of the customer care executives would be busy doing make up and then go on for Chai &amp; soota to seek attention. I stopped using ola since a long time #BoycottOla,2024-06-05 11:47:43,2,1,82,TWITTER,1973,BoycottOla,Rads0071,"Ajeet Bharti, Ola, Ola Support",,0
1805602034990592340,The issue is you are hiring unloyal drivers who is sitting their to take extra money And customer care is unreachable,2024-06-25 14:00:46,0,0,12,TWITTER,88,,Chinmayb44,"Ola Support, Ola",,0
1758822580633415889,"travelling in Ola or Uber cabs is like travelling in garbage trucks. These are so pathetically dirty, you have no idea. Cant you have some check mechanism introduced into your system? Missing old system of hiring cabs.",2024-02-17 11:55:55,0,0,22,TWITTER,557,,rajbhown,"Ola, Uber Support",,0
1718487359254376574,last evening booked ola cab at LTT Kurla .driver refused to come inside at pickup point saying cop's don't allow. we were asked to come outside near bridge with bag and baggage. who to blaim? or .do such problems not defeat the very purpose of hiring cabs?,2023-10-29 04:38:09,0,0,23,TWITTER,924,,ajay_mahindraka,"Ola, मुंबई पोलीस - Mumbai Police",,0
1861116053100646746,do you started hiring auto drivers in Bangalore who are literally gundas and ends the trip without informing the customer in the middle of the nowhere of busy road and ask to pay full money without reaching the destination,2024-11-25 18:33:39,0,0,25,TWITTER,16,,chanchal36,"Ola Support, Ola",,1
1743129575582994794,There was a time a non-Ola company drivers were reported for loot/rape on daily basis. Then for reasons best known to them Ola started hiring cabs/drivers associated with that company. stop hiring drivers/cabs who have tied up with others if doesn't want to wind up.,2024-01-05 04:37:31,1,0,110,TWITTER,473,,theDevSh,"Meera Chopra kejriwal, Ola, Ola Support, Bhavish Aggarwal, Ola",,0
1831363554366423314,"Safety of a woman is paramount. If in a broad daylight, this man assaulted these two women then what he can he do in closed chambers?? Dont you guys do any character verification before hiring? . Strict action must be taken against him.",2024-09-04 16:07:51,5,0,822,TWITTER,11,,KAMISHRA08,"Ola Support, ಬೆಂಗಳೂರು ನಗರ ಪೊಲೀಸ್‌ BengaluruCityPolice, Ola",,0
1710374308252614991,What kind of criteria is Ola really looking at while hiring such drivers! Is this why we are choosing Ola as our safety brand??? How do I reach out to Ola?,2023-10-06 19:19:46,2,1,120,TWITTER,5,,PancholiNi65782,"Ola Support, Bhavish Aggarwal, Ola",,0
1793293078616510673,Just what i said earlier! &amp; really need to think about their hiring strategy. Cabs are becoming increasingly unsafe for everyone.,2024-05-22 14:49:22,1,0,196,TWITTER,1810,,Handle_Rahul,"Uber India, Ola",,0
1695148701218402511,Hiring a cab to home from any Airport in India has become a nightmare. fleece commuters n still we are at the mercy of their drivers if they'll accept the trip n insist on paying 'Cash'. HELP!,2023-08-25 18:58:39,0,0,25,TWITTER,407,,rohitsahai_,"DGCA, Ministry of Civil Aviation, Jyotiraditya M. Scindia, Ola Support, Uber Support, Ola, Uber India",,0
1823571523363291295,"I often wonder whether owners like ever travel in Forget about the fare and driver issues, the cabs are so dirty. Basic cleanliness is ZERO. And they impose a surge on passengers. Terrible business model.",2024-08-14 04:05:06,220,55,5326,TWITTER,43698,,smitadeshmukh,"Bhavish Aggarwal, Ola",,32
1263360079513952257,#ola#olacabs#downsize#layoff#coronaeffect#indianbusiness #businessnews#indiannews #MarketingMotivationn #spadeems #marketingmind #marketingspade,2020-05-21 06:44:49,11,0,0,TWITTER,216,"ola, olacabs, downsize, layoff, coronaeffect, indianbusiness, businessnews, indiannews, MarketingMotivationn, spadeems, marketingmind, marketingspade",EmsSpade,,https://pbs.twimg.com/media/EYhbSTJXkAADxAz.jpg,0
765881910073651200,"#Olacabs slashes around 700 jobs, shuts down #TaxiForSure business #AurKoiNayiKhabar #layoff",2016-08-17 12:04:11,0,0,0,TWITTER,351,"Olacabs, TaxiForSure, AurKoiNayiKhabar, layoff",awesummly,,https://pbs.twimg.com/media/CqD1iaLWEAA8kfo.jpg,0
1785036100857131351,... CEO ; #olacabs #CEO #HemantBakshi #OlaCEO #OlasNetwork #layoff #jobs #businessnews #businessstandardhindi,2024-04-29 19:59:05,0,0,58,TWITTER,1159,"olacabs, CEO, HemantBakshi, OlaCEO, OlasNetwork, layoff, jobs, businessnews, businessstandardhindi",bshindinews,,https://pbs.twimg.com/media/GMW439RWcAAmauB.jpg,0
765803557975166977,I guess its layoff season for #olacabs (700) &amp; #Cisco (14000),2016-08-17 06:52:50,0,0,0,TWITTER,100,"olacabs, Cisco",SonaliDilDhadak,,,0
772025698693283840,"#LayOff Continues at Olacabs, 250 More Suspended",2016-09-03 10:57:24,0,0,0,TWITTER,1512,LayOff,PuneStartup,,,0
1263051546180214785,"Ola to layoff 1,400 staff as Covid-19 pandemic hits revenues #OLACabs #Coronavirus #COVID19",2020-05-20 10:18:49,0,0,0,TWITTER,15225,"OLACabs, Coronavirus, COVID19",TheHansIndiaWeb,,,0
1785130680630083722,"Hemant Bakshi CEO (who joined just about 4 months ago) of Olacabs quits (amid a layoff of about 200 employees). Founder @/Bhash says some jobs are eliminated after AI investments. Does that mean, most C*O jobs can be more efficiently done by AI ?",2024-04-30 02:14:55,3,0,1728,TWITTER,3268,,psankar,,,2
1544285679923761159,"SoftBank-backed Ola kicks off cost-cutting exercise, may lay off 400-500 staff #OLA #layoff #India #Olacabs #employment #employees #twitch #ElectricCars",2022-07-05 11:42:52,3,1,0,TWITTER,6,"OLA, layoff, India, Olacabs, employment, employees, twitch, ElectricCars",amittayade008,Moneycontrol,,0
1544285555030077441,"SoftBank-backed Ola kicks off cost-cutting exercise, may lay off 400-500 staff #OLA #layoff #India #Olacabs #employment #employees #twitch #ElectricCars",2022-07-05 11:42:22,2,1,0,TWITTER,40,"OLA, layoff, India, Olacabs, employment, employees, twitch, ElectricCars",Amittayade007,Moneycontrol,,0
1784945287099781352,.. 200 .. ..!! #OLACabs #CEO #Jobs #,2024-04-29 13:58:13,0,0,37,TWITTER,6657,"OLACabs, CEO, Jobs, பணிநீக்கம்",GoodreturnsTa,,,0
765789880962220032,"Olacabs Shuts taxiforsure Business, #LaysOff 700 Employees",2016-08-17 05:58:29,2,0,0,TWITTER,1512,LaysOff,PuneStartup,,https://pbs.twimg.com/media/CqCeV2BWcAA7Fbq.jpg,0
765984117825691649,"Update: Olacabs Shuts #TaxiForSure Business, #LaysOff 700 Employees",2016-08-17 18:50:19,0,0,0,TWITTER,1512,"TaxiForSure, LaysOff",PuneStartup,,,0
1544323773704601600,"#OLA: Ola , , 400-500 #downsizing #olacabs #costcutting #layoff #olaemployees #moneycontrol",2022-07-05 14:14:14,2,1,0,TWITTER,48573,"OLA, downsizing, olacabs, costcutting, layoff, olaemployees, moneycontrol",MoneycontrolH,Ola,,0
1784945438153695235,... CEO ; #olacabs #CEO #HemantBakshi #OlaCEO #OlasNetwork #layoff #jobs #IPO #businessnews #businessstandardhindi,2024-04-29 13:58:49,0,0,77,TWITTER,1159,"olacabs, CEO, HemantBakshi, OlaCEO, OlasNetwork, layoff, jobs, IPO, businessnews, businessstandardhindi",bshindinews,,,0
1784934525555913066,Ola Cabs CEO Hemant Bakshi ; 200 Layoff #OlaCabs #OlaCEO #HemantBakshi,2024-04-29 13:15:28,0,0,387,TWITTER,34093,"OlaCabs, OlaCEO, HemantBakshi",ETNowSwadesh,,,0
1784907769432490439,#OlaCabs CEO #HemantBakshi resigns; company to #layoff 200 employees,2024-04-29 11:29:08,5,2,2886,TWITTER,4364919,"OlaCabs, HemantBakshi, layoff",EconomicTimes,,,0
1784945582219387123,. #business #olacabs,2024-04-29 13:59:24,1,0,466,TWITTER,821008,"business, olacabs",lokmat,,,0
1613847394864738306,. #recession #Ola #olacabs #layoff,2023-01-13 10:36:17,3,0,383,TWITTER,289514,"recession, Ola, olacabs, layoff",SakalMediaNews,,,0
1263024982650531841,"#Ola to layoff 1,400 employees as #Covid_19 #pandemic hits revenues, says prognosis for biz uncertain. #OlaCabs #Coronavirus #CoronavirusPandemic",2020-05-20 08:33:16,9,4,0,TWITTER,444714,"Ola, Covid_19, pandemic, OlaCabs, Coronavirus, CoronavirusPandemic",TOIPlus,Ola,,1
1263114809396146176,1400 | Penbugs #olacabs #employeelayoff #layoff #indiaolacabs #olacabsemployees #cars #cardrivers #oladrivers #bhavishaggarwal,2020-05-20 14:30:12,0,0,0,TWITTER,217,"olacabs, employeelayoff, layoff, indiaolacabs, olacabsemployees, cars, cardrivers, oladrivers, bhavishaggarwal",ThePenBugs,,,0
1872308964500844884,"Transparency in safety measures builds trust. Share your safety plans with passengers, Olacabs Uber_India. #PassengerSafetyMatters",2024-12-26 15:50:17,0,0,5,TWITTER,864,PassengerSafetyMatters,sadhanadevi8866,"Ola, Uber India",https://pbs.twimg.com/ext_tw_video_thumb/1872308930325389313/pu/img/OyTBnZTxG1_89Zcb.jpg,0
1862660807214936413,once again charged extra and haven't received any voucher. Please share via email #hopelessprocess #badcustomerservice,2024-11-30 00:51:57,0,0,4,TWITTER,3493,"hopelessprocess, badcustomerservice",dips4v,"Ola Support, Ola",https://pbs.twimg.com/media/GdmAId9WEAA9O3P.jpg,1
1847931774032126170,"I would like to share my order status. Delayed by 2 bloody hours. Shitty customer support page (does not even have an option to contact support, only report the wrong address lol) this is real time, so updating regarding my lunch.",2024-10-20 09:24:02,1,0,36,TWITTER,9,,mayank24saxena,"Ola, Ola Support","https://pbs.twimg.com/media/GaUsJ9FWcAA6jPT.jpg, https://pbs.twimg.com/media/GaUsJ2tX0AATOOH.jpg",2
1859211468601782420,"Dear Friends, Beware! Ola can cheat u badly &amp; then will not listen. Ola showed me Rs 304 on booking &amp; charged Rs 598 for a short trip 18km. No jam as this took only 36mnts (ref. Screenshot) Pl. Share this inf. for public awareness on all groups.",2024-11-20 12:25:31,0,0,36,TWITTER,494,,AnandPr24145470,"Ola, Ola Support",https://pbs.twimg.com/media/Gc0--OwbcAASYpG.jpg,0
1865266463944163766,I am posting on x from 1 September no reply saying ola is email me but doing fake promise many post and email but no reply 9699571234 contact me Rajanrockss786.com Rahulrocks786.com If reply so please share me screenshot of mail.,2024-12-07 05:25:54,0,0,15,TWITTER,0,,rajanrockss786,"Ola Support, Ola, Bhavish Aggarwal, AajTak","https://pbs.twimg.com/media/GeLB9G3XwAAezSc.jpg, https://pbs.twimg.com/media/GeLB9G1XsAEa9ux.jpg",0
1806315615403307186,Fraud Alert : Ola #ScamAlert Guys wanna share another Scam of Ola Drivers which I faced today in Indore MP when I booked a Cab using Ola Rental. I opted for 6 Hrs and 60Kms. I used it for Indore City Only and total Kms was not more than 30kms.,2024-06-27 13:16:17,0,0,129,TWITTER,13,ScamAlert,MaroofBhati,"Ola, Ola Support",https://pbs.twimg.com/media/GRFSeWnWsAADGbR.jpg,0
1816675196893561097,I took an ola auto today and I am unable to share my ride details with anyone.,2024-07-26 03:21:33,1,0,4,TWITTER,105,,mugdhu,"Ola, Ola Support",https://pbs.twimg.com/media/GTYgdTcagAAIGI-.jpg,0
1846195436190945499,"Hi Team can you please share the contact details of this driver, it's an urgent,pls let me know on priority basis.",2024-10-15 14:24:27,0,0,45,TWITTER,63,,aadmi_bhola,"Ola Support, Ola",https://pbs.twimg.com/media/GZ8A9s0XQAAOwjz.jpg,0
1869597807105233293,The behavior of your drivers in New Delhi is getting worse. Its as if they want to make customers feel helpless instead of offering a service. Miserable experience! Will share details soon. Please address this urgently. #CustomerExperience #OlaCabs,2024-12-19 04:17:07,1,0,8,TWITTER,250,"CustomerExperience, OlaCabs",Vaib_Sriv27,Ola,,1
1866721133317460461,Dear I want to share the pathetic experience that I had today with an Ola bike ride. Driver first called me from the wrong location and wasted my precious 10 mins. There after he started arguing for incorrect location and then said he has to deliver,2024-12-11 05:46:14,0,0,7,TWITTER,98,,aishwarya_1990,"Ola, Ola Support",,2
1871431259165184419,"CRN - 9015154907 - Again for this CRN, Voucher was issued but its not reflecting in apply voucher section. Please share it asap.",2024-12-24 05:42:36,0,0,6,TWITTER,7,,avinash1605,"Ola, Ola Support",,1
1860647574811668845,"Dear , When you have given an option to book a ride for someone from one's registered account you should share that Contact number to captain which we have shared while booking so that they can reach them easily.",2024-11-24 11:32:05,0,0,4,TWITTER,26,,iamjb77,"Ola, Ola Support",,0
1795195313847726088,", my ride is well underway. The driver's app is updated, but my app isn't updating. It is still prompting me to share the OTP to start the ride.",2024-05-27 20:48:10,0,0,34,TWITTER,85,,avronferns,"Ola Support, Ola",https://pbs.twimg.com/media/GOnQn9jWYAAV6CK.jpg,1
1866945655572509051,Please share the UTR number of the refund processed! I was hoping for it but no contact has been made just told via mail that it'll be credited but it's still pending!! Please share the update,2024-12-11 20:38:25,0,0,0,TWITTER,19,,Satym_j,"Ola Support, Ola Support, Ola",,1
1863854167904735367,"After closing the case on app thrice, asking me to share proofs on email twice, they acknowledge proofs but ask me to raise a case on app again. Basically to harass and tire me out for me to give up on my money. Shameless team. It's been 100",2024-12-03 07:53:57,2,0,341,TWITTER,24067,,curiosweetie,"OlaMoney, Ola Support, Ola",,2
1865604301223326135,"Thanks Aravind. Please share your username and password, let me try",2024-12-08 03:48:21,1,0,66,TWITTER,211,,Kesav_Sundar,"Arvind Chellapondy, Ola, Ola Support",,1
1791344573295608162,tag that friend who is never on time #OlaCabs #Ola,2024-05-17 05:46:42,308,13,126763,TWITTER,285548,"OlaCabs, Ola",Olacabs,,https://pbs.twimg.com/amplify_video_thumb/1791344496614989824/img/ztNpEyjzio40DqMx.jpg,13
1870644637616242938,Pls share Location and time,2024-12-22 01:36:51,0,0,51,TWITTER,14,,Pradeepchikkati,"Shubham, ಬೆಂಗಳೂರು ನಗರ ಪೊಲೀಸ್‌ BengaluruCityPolice, Ola Support, Ola",,1
1871107526110134565,haven't received any voucher. #badcustomerservice #Cheatingcustomers,2024-12-23 08:16:12,0,0,9,TWITTER,3493,"badcustomerservice, Cheatingcustomers",dips4v,"Ola Support, Ola",https://pbs.twimg.com/media/GfeCXx9XkAAw_k4.jpg,1
1868992993413476643,My question is do Ola share vehicle track with these recovery agent ? Otherwise it is not possible for them to stop a vehicle on its track . Do you share,2024-12-17 12:13:48,1,0,13,TWITTER,6057,,prakashbaljoshi,"Ola, Ola Support",,0
